Latitude (decimal degrees):	50.763
Longitude (decimal degrees):	6.074
Elevation (m):	190
Radiation database:	PVGIS-SARAH2


Slope: 42 deg. (optimum)
Azimuth: -3 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	20.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20201001:2110,0.0,0.0,0.0,9.68,2.76,0.0
20201001:2210,0.0,0.0,0.0,9.43,2.76,0.0
20201001:2310,0.0,0.0,0.0,9.34,2.69,0.0
20201002:0010,0.0,0.0,0.0,9.26,2.62,0.0
20201002:0110,0.0,0.0,0.0,9.13,2.83,0.0
20201002:0210,0.0,0.0,0.0,8.91,3.24,0.0
20201002:0310,0.0,0.0,0.0,9.05,3.59,0.0
20201002:0410,0.0,0.0,0.0,9.09,3.79,0.0
20201002:0510,0.0,0.0,0.0,9.16,4.28,0.0
20201002:0610,5.0,6.29,4.61,9.39,4.76,0.0
20201002:0710,1073.4,78.8,13.65,10.33,4.55,0.0
20201002:0810,1474.8,102.71,21.87,11.42,4.34,0.0
20201002:0910,1928.0,129.39,28.7,12.19,4.76,0.0
20201002:1010,2323.2,152.75,33.51,13.11,4.69,0.0
20201002:1110,3776.8,236.7,35.67,14.0,4.41,0.0
20201002:1210,5777.6,352.72,34.84,15.41,4.83,0.0
20201002:1310,1480.2,105.13,31.14,16.16,4.21,0.0
20201002:1410,1299.4,94.34,25.13,16.35,4.55,0.0
20201002:1510,370.4,35.94,17.46,16.43,4.76,0.0
20201002:1610,136.6,18.87,8.72,16.32,4.34,0.0
20201002:1710,0.0,0.0,0.0,15.98,3.93,0.0
20201002:1810,0.0,0.0,0.0,15.56,3.72,0.0
20201002:1910,0.0,0.0,0.0,14.15,3.45,0.0
20201002:2010,0.0,0.0,0.0,14.01,3.66,0.0
20201002:2110,0.0,0.0,0.0,14.21,3.79,0.0
20201002:2210,0.0,0.0,0.0,14.47,4.0,0.0
20201002:2310,0.0,0.0,0.0,14.32,3.86,0.0
20201003:0010,0.0,0.0,0.0,13.78,2.97,0.0
20201003:0110,0.0,0.0,0.0,13.47,2.41,0.0
20201003:0210,0.0,0.0,0.0,13.22,2.07,0.0
20201003:0310,0.0,0.0,0.0,12.81,1.86,0.0
20201003:0410,0.0,0.0,0.0,12.25,2.69,0.0
20201003:0510,0.0,0.0,0.0,11.87,2.9,0.0
20201003:0610,0.0,3.59,4.35,11.36,2.97,0.0
20201003:0710,288.4,29.65,13.38,11.09,3.66,0.0
20201003:0810,589.2,49.42,21.57,10.98,3.79,0.0
20201003:0910,2158.6,142.2,28.38,10.97,3.1,0.0
20201003:1010,1059.6,78.17,33.15,10.94,3.45,0.0
20201003:1110,532.4,45.82,35.29,11.04,3.59,0.0
20201003:1210,1391.4,97.94,34.44,11.23,2.97,0.0
20201003:1310,893.0,68.29,30.75,11.29,2.83,0.0
20201003:1410,818.6,63.79,24.75,11.44,2.69,0.0
20201003:1510,3548.6,222.73,17.09,11.79,2.9,0.0
20201003:1610,1033.2,80.63,8.37,11.91,3.31,0.0
20201003:1710,0.0,0.0,0.0,11.52,3.52,0.0
20201003:1810,0.0,0.0,0.0,11.27,3.72,0.0
20201003:1910,0.0,0.0,0.0,10.82,4.76,0.0
20201003:2010,0.0,0.0,0.0,10.79,5.03,0.0
20201003:2110,0.0,0.0,0.0,10.85,5.24,0.0
20201003:2210,0.0,0.0,0.0,11.07,5.38,0.0
20201003:2310,0.0,0.0,0.0,10.95,5.31,0.0
20201004:0010,0.0,0.0,0.0,10.62,5.72,0.0
20201004:0110,0.0,0.0,0.0,10.27,5.59,0.0
20201004:0210,0.0,0.0,0.0,9.92,5.17,0.0
20201004:0310,0.0,0.0,0.0,9.41,4.48,0.0
20201004:0410,0.0,0.0,0.0,9.44,5.03,0.0
20201004:0510,0.0,0.0,0.0,9.64,5.72,0.0
20201004:0610,28.6,8.99,4.1,9.42,6.28,0.0
20201004:0710,1618.8,110.39,13.11,9.77,7.66,0.0
20201004:0810,4012.6,242.85,21.28,9.62,7.66,0.0
20201004:0910,1006.6,74.58,28.05,10.0,7.52,0.0
20201004:1010,11494.0,668.27,32.8,10.71,8.28,0.0
20201004:1110,10513.2,612.6,34.91,11.91,9.66,0.0
20201004:1210,13045.0,765.7,34.05,12.61,8.9,0.0
20201004:1310,3607.6,224.41,30.36,12.8,7.66,0.0
20201004:1410,931.8,70.98,24.37,13.06,6.76,0.0
20201004:1510,3968.2,246.9,16.72,13.07,5.59,0.0
20201004:1610,162.8,20.67,8.01,12.71,4.97,0.0
20201004:1710,0.0,0.0,0.0,12.23,5.03,0.0
20201004:1810,0.0,0.0,0.0,11.63,5.52,0.0
20201004:1910,0.0,0.0,0.0,10.63,5.52,0.0
20201004:2010,0.0,0.0,0.0,10.18,5.52,0.0
20201004:2110,0.0,0.0,0.0,10.06,5.45,0.0
20201004:2210,0.0,0.0,0.0,9.83,5.45,0.0
20201004:2310,0.0,0.0,0.0,9.91,5.66,0.0
20201005:0010,0.0,0.0,0.0,9.87,5.72,0.0
20201005:0110,0.0,0.0,0.0,9.92,5.79,0.0
20201005:0210,0.0,0.0,0.0,9.83,5.79,0.0
20201005:0310,0.0,0.0,0.0,9.82,5.93,0.0
20201005:0410,0.0,0.0,0.0,9.82,6.0,0.0
20201005:0510,0.0,0.0,0.0,9.82,6.07,0.0
20201005:0610,37.4,9.88,3.84,9.67,6.07,0.0
20201005:0710,938.6,70.48,12.84,9.6,6.21,0.0
20201005:0810,2937.0,183.74,20.98,9.42,5.93,0.0
20201005:0910,1938.6,128.49,27.73,9.61,5.93,0.0
20201005:1010,4418.6,267.21,32.44,9.95,6.14,0.0
20201005:1110,2707.2,172.71,34.52,10.65,5.93,0.0
20201005:1210,1581.6,108.72,33.65,11.11,5.86,0.0
20201005:1310,2186.0,143.92,29.97,11.93,5.52,0.0
20201005:1410,1872.4,126.18,23.99,12.47,5.1,0.0
20201005:1510,2429.0,158.48,16.36,12.61,4.9,0.0
20201005:1610,1417.0,107.58,7.66,11.96,4.97,0.0
20201005:1710,0.0,0.0,0.0,11.38,4.76,0.0
20201005:1810,0.0,0.0,0.0,11.02,4.97,0.0
20201005:1910,0.0,0.0,0.0,10.73,4.76,0.0
20201005:2010,0.0,0.0,0.0,10.74,4.62,0.0
20201005:2110,0.0,0.0,0.0,10.65,4.62,0.0
20201005:2210,0.0,0.0,0.0,10.57,4.9,0.0
20201005:2310,0.0,0.0,0.0,10.42,4.9,0.0
20201006:0010,0.0,0.0,0.0,10.23,5.24,0.0
20201006:0110,0.0,0.0,0.0,10.72,6.28,0.0
20201006:0210,0.0,0.0,0.0,10.85,6.83,0.0
20201006:0310,0.0,0.0,0.0,10.54,6.34,0.0
20201006:0410,0.0,0.0,0.0,10.33,6.21,0.0
20201006:0510,0.0,0.0,0.0,10.07,6.0,0.0
20201006:0610,275.2,31.5,3.59,9.78,5.79,0.0
20201006:0710,906.4,68.78,12.57,10.47,6.34,0.0
20201006:0810,2263.6,147.14,20.69,10.79,6.21,0.0
20201006:0910,1997.8,132.37,27.4,10.9,7.17,0.0
20201006:1010,4656.6,282.46,32.08,11.36,5.38,0.0
20201006:1110,5063.8,306.18,34.14,12.07,5.93,0.0
20201006:1210,2566.2,166.42,33.26,13.3,6.83,0.0
20201006:1310,610.6,51.22,29.58,13.52,6.55,0.0
20201006:1410,710.2,57.5,23.62,13.63,6.9,0.0
20201006:1510,888.6,68.29,16.0,12.8,6.69,0.0
20201006:1610,724.0,60.55,7.31,12.11,6.0,0.0
20201006:1710,0.0,0.0,0.0,11.39,6.28,0.0
20201006:1810,0.0,0.0,0.0,10.91,5.93,0.0
20201006:1910,0.0,0.0,0.0,10.6,6.07,0.0
20201006:2010,0.0,0.0,0.0,10.43,6.21,0.0
20201006:2110,0.0,0.0,0.0,10.28,6.07,0.0
20201006:2210,0.0,0.0,0.0,10.16,6.07,0.0
20201006:2310,0.0,0.0,0.0,10.25,6.48,0.0
20201007:0010,0.0,0.0,0.0,10.15,6.28,0.0
20201007:0110,0.0,0.0,0.0,10.17,6.48,0.0
20201007:0210,0.0,0.0,0.0,10.07,6.48,0.0
20201007:0310,0.0,0.0,0.0,9.73,6.34,0.0
20201007:0410,0.0,0.0,0.0,9.8,6.0,0.0
20201007:0510,0.0,0.0,0.0,9.42,5.66,0.0
20201007:0610,83.0,14.83,3.33,9.34,5.38,0.0
20201007:0710,1854.8,124.02,12.3,9.53,6.0,0.0
20201007:0810,536.4,45.82,20.39,9.87,6.34,0.0
20201007:0910,853.4,65.59,27.07,10.54,5.31,0.0
20201007:1010,1286.2,91.65,31.72,11.4,5.17,0.0
20201007:1110,920.2,70.08,33.76,12.2,5.31,0.0
20201007:1210,1383.4,97.94,32.87,12.87,5.17,0.0
20201007:1310,1855.8,125.79,29.2,13.42,5.31,0.0
20201007:1410,1517.8,106.02,23.24,13.39,5.59,0.0
20201007:1510,4422.4,273.25,15.64,12.83,5.17,0.0
20201007:1610,461.0,42.43,6.96,12.5,4.69,0.0
20201007:1710,0.0,0.0,0.0,11.68,4.14,0.0
20201007:1810,0.0,0.0,0.0,11.05,4.07,0.0
20201007:1910,0.0,0.0,0.0,10.58,3.72,0.0
20201007:2010,0.0,0.0,0.0,10.42,3.59,0.0
20201007:2110,0.0,0.0,0.0,10.12,3.52,0.0
20201007:2210,0.0,0.0,0.0,10.31,3.66,0.0
20201007:2310,0.0,0.0,0.0,10.2,3.59,0.0
20201008:0010,0.0,0.0,0.0,10.09,3.72,0.0
20201008:0110,0.0,0.0,0.0,10.16,3.72,0.0
20201008:0210,0.0,0.0,0.0,10.51,3.79,0.0
20201008:0310,0.0,0.0,0.0,10.81,4.28,0.0
20201008:0410,0.0,0.0,0.0,11.05,4.76,0.0
20201008:0510,0.0,0.0,0.0,11.19,5.52,0.0
20201008:0610,12.0,7.19,3.07,11.33,6.21,0.0
20201008:0710,1022.4,76.13,12.03,11.68,6.55,0.0
20201008:0810,1367.4,96.59,20.09,12.25,6.97,0.0
20201008:0910,961.6,72.78,26.75,13.03,6.76,0.0
20201008:1010,1379.8,97.94,31.37,13.64,6.83,0.0
20201008:1110,1165.4,85.36,33.38,14.28,9.03,0.0
20201008:1210,7526.6,448.98,32.48,14.74,7.66,0.0
20201008:1310,4044.4,251.11,28.81,14.95,7.1,0.0
20201008:1410,2119.4,141.67,22.87,15.19,6.83,0.0
20201008:1510,1237.2,90.09,15.28,15.4,8.0,0.0
20201008:1610,326.2,33.09,6.61,15.32,7.52,0.0
20201008:1710,0.0,0.0,0.0,15.26,7.52,0.0
20201008:1810,0.0,0.0,0.0,15.13,7.45,0.0
20201008:1910,0.0,0.0,0.0,14.94,7.52,0.0
20201008:2010,0.0,0.0,0.0,14.57,7.03,0.0
20201008:2110,0.0,0.0,0.0,14.03,5.45,0.0
20201008:2210,0.0,0.0,0.0,13.24,3.79,0.0
20201008:2310,0.0,0.0,0.0,12.45,2.69,0.0
20201009:0010,0.0,0.0,0.0,11.74,1.86,0.0
20201009:0110,0.0,0.0,0.0,11.36,1.1,0.0
20201009:0210,0.0,0.0,0.0,11.11,0.62,0.0
20201009:0310,0.0,0.0,0.0,10.97,0.55,0.0
20201009:0410,0.0,0.0,0.0,10.89,0.9,0.0
20201009:0510,0.0,0.0,0.0,10.83,1.1,0.0
20201009:0610,199.8,26.1,2.81,10.83,1.24,0.0
20201009:0710,1343.8,95.64,11.75,11.11,0.48,0.0
20201009:0810,1111.6,81.76,19.8,11.69,0.76,0.0
20201009:0910,1005.4,75.47,26.42,12.3,1.45,0.0
20201009:1010,1336.2,95.24,31.01,12.49,2.41,0.0
20201009:1110,1352.0,96.14,33.0,12.55,2.9,0.0
20201009:1210,1348.8,96.14,32.1,13.22,3.72,0.0
20201009:1310,1256.2,90.75,28.43,13.54,3.86,0.0
20201009:1410,9639.4,577.79,22.5,13.82,4.07,0.0
20201009:1510,5703.2,350.97,14.93,13.7,3.79,0.0
20201009:1610,937.2,77.12,6.27,13.0,2.69,0.0
20201009:1710,0.0,0.0,0.0,12.11,1.79,0.0
20201009:1810,0.0,0.0,0.0,11.05,2.14,0.0
20201009:1910,0.0,0.0,0.0,10.59,2.97,0.0
20201009:2010,0.0,0.0,0.0,10.38,3.59,0.0
20201009:2110,0.0,0.0,0.0,10.08,3.86,0.0
20201009:2210,0.0,0.0,0.0,9.81,4.14,0.0
20201009:2310,0.0,0.0,0.0,9.48,4.14,0.0
20201010:0010,0.0,0.0,0.0,9.37,4.0,0.0
20201010:0110,0.0,0.0,0.0,8.74,4.0,0.0
20201010:0210,0.0,0.0,0.0,8.38,3.1,0.0
20201010:0310,0.0,0.0,0.0,8.08,2.69,0.0
20201010:0410,0.0,0.0,0.0,7.8,2.97,0.0
20201010:0510,0.0,0.0,0.0,7.09,3.38,0.0
20201010:0610,208.2,26.6,2.55,6.35,3.38,0.0
20201010:0710,5264.0,316.63,11.48,6.59,3.66,0.0
20201010:0810,9666.4,559.3,19.5,7.29,4.83,0.0
20201010:0910,9355.8,541.66,26.09,8.23,5.52,0.0
20201010:1010,8296.4,484.04,30.66,9.18,5.45,0.0
20201010:1110,5803.6,344.52,32.62,9.77,5.45,0.0
20201010:1210,1155.0,83.56,31.71,10.46,5.79,0.0
20201010:1310,3318.0,206.7,28.05,10.83,5.79,0.0
20201010:1410,7294.2,429.27,22.13,10.93,5.93,0.0
20201010:1510,1782.8,120.33,14.57,10.83,5.31,0.0
20201010:1610,728.4,61.98,5.93,10.36,4.28,0.0
20201010:1710,0.0,0.0,0.0,9.65,4.0,0.0
20201010:1810,0.0,0.0,0.0,8.67,4.14,0.0
20201010:1910,0.0,0.0,0.0,8.13,4.9,0.0
20201010:2010,0.0,0.0,0.0,7.93,4.9,0.0
20201010:2110,0.0,0.0,0.0,7.63,4.62,0.0
20201010:2210,0.0,0.0,0.0,7.28,4.14,0.0
20201010:2310,0.0,0.0,0.0,7.03,3.72,0.0
20201011:0010,0.0,0.0,0.0,6.77,3.31,0.0
20201011:0110,0.0,0.0,0.0,6.69,3.24,0.0
20201011:0210,0.0,0.0,0.0,6.52,2.55,0.0
20201011:0310,0.0,0.0,0.0,6.28,2.21,0.0
20201011:0410,0.0,0.0,0.0,6.09,2.14,0.0
20201011:0510,0.0,0.0,0.0,5.91,2.07,0.0
20201011:0610,0.0,0.0,0.0,5.8,2.14,0.0
20201011:0710,998.8,73.33,11.2,6.34,2.69,0.0
20201011:0810,7481.4,437.2,19.2,7.23,3.1,0.0
20201011:0910,11980.4,706.93,25.77,8.29,3.24,0.0
20201011:1010,4501.0,272.2,30.3,9.24,3.59,0.0
20201011:1110,7452.8,441.17,32.25,9.99,3.59,0.0
20201011:1210,0.0,0.0,0.0,10.2,3.86,0.0
20201011:1310,5165.0,310.1,27.67,10.35,4.0,0.0
20201011:1410,5502.8,329.23,21.77,10.45,3.72,0.0
20201011:1510,3399.4,213.02,14.22,10.45,3.66,0.0
20201011:1610,12.2,7.19,5.59,9.89,3.1,0.0
20201011:1710,0.0,0.0,0.0,9.05,2.76,0.0
20201011:1810,0.0,0.0,0.0,8.56,2.62,0.0
20201011:1910,0.0,0.0,0.0,7.7,2.41,0.0
20201011:2010,0.0,0.0,0.0,7.45,2.55,0.0
20201011:2110,0.0,0.0,0.0,7.3,2.55,0.0
20201011:2210,0.0,0.0,0.0,6.93,2.55,0.0
20201011:2310,0.0,0.0,0.0,6.32,2.69,0.0
20201012:0010,0.0,0.0,0.0,6.16,2.69,0.0
20201012:0110,0.0,0.0,0.0,5.8,2.69,0.0
20201012:0210,0.0,0.0,0.0,5.84,2.55,0.0
20201012:0310,0.0,0.0,0.0,5.83,2.62,0.0
20201012:0410,0.0,0.0,0.0,5.99,2.55,0.0
20201012:0510,0.0,0.0,0.0,6.33,2.28,0.0
20201012:0610,0.0,0.0,0.0,6.6,2.14,0.0
20201012:0710,970.8,71.8,10.93,6.82,2.9,0.0
20201012:0810,3061.4,189.86,18.9,7.51,2.83,0.0
20201012:0910,4819.4,288.76,25.44,8.25,2.76,0.0
20201012:1010,3363.4,209.17,29.95,9.21,2.69,0.0
20201012:1110,3528.0,219.53,31.87,10.27,2.76,0.0
20201012:1210,3408.4,213.08,30.94,10.89,3.1,0.0
20201012:1310,7639.6,454.84,27.3,10.97,2.9,0.0
20201012:1410,2947.8,186.78,21.41,11.1,2.55,0.0
20201012:1510,2528.6,164.05,13.88,11.0,2.28,0.0
20201012:1610,295.4,31.01,5.25,10.4,1.59,0.0
20201012:1710,0.0,0.0,0.0,9.48,1.52,0.0
20201012:1810,0.0,0.0,0.0,8.45,1.79,0.0
20201012:1910,0.0,0.0,0.0,7.71,1.93,0.0
20201012:2010,0.0,0.0,0.0,7.49,1.93,0.0
20201012:2110,0.0,0.0,0.0,7.14,2.07,0.0
20201012:2210,0.0,0.0,0.0,6.86,2.14,0.0
20201012:2310,0.0,0.0,0.0,6.86,2.21,0.0
20201013:0010,0.0,0.0,0.0,6.69,2.28,0.0
20201013:0110,0.0,0.0,0.0,6.68,2.41,0.0
20201013:0210,0.0,0.0,0.0,6.59,2.48,0.0
20201013:0310,0.0,0.0,0.0,6.56,2.41,0.0
20201013:0410,0.0,0.0,0.0,6.32,2.41,0.0
20201013:0510,0.0,0.0,0.0,5.99,2.41,0.0
20201013:0610,0.0,0.0,0.0,5.68,2.48,0.0
20201013:0710,1177.4,83.95,10.65,6.6,2.69,0.0
20201013:0810,2965.4,184.48,18.61,7.44,2.69,0.0
20201013:0910,3395.2,209.6,25.12,8.59,3.17,0.0
20201013:1010,4092.8,249.59,29.59,9.28,3.24,0.0
20201013:1110,9437.2,558.16,31.5,9.58,3.1,0.0
20201013:1210,7239.2,429.85,30.56,10.02,2.97,0.0
20201013:1310,6429.0,383.71,26.92,10.32,2.62,0.0
20201013:1410,3685.0,227.9,21.05,10.75,2.69,0.0
20201013:1510,1884.6,126.66,13.53,10.75,2.48,0.0
20201013:1610,552.0,50.92,4.92,10.09,2.21,0.0
20201013:1710,0.0,0.0,0.0,9.32,2.41,0.0
20201013:1810,0.0,0.0,0.0,8.33,2.41,0.0
20201013:1910,0.0,0.0,0.0,7.69,2.76,0.0
20201013:2010,0.0,0.0,0.0,7.21,2.62,0.0
20201013:2110,0.0,0.0,0.0,6.61,2.41,0.0
20201013:2210,0.0,0.0,0.0,5.99,2.21,0.0
20201013:2310,0.0,0.0,0.0,5.52,2.21,0.0
20201014:0010,0.0,0.0,0.0,5.13,2.14,0.0
20201014:0110,0.0,0.0,0.0,4.67,2.21,0.0
20201014:0210,0.0,0.0,0.0,4.35,2.21,0.0
20201014:0310,0.0,0.0,0.0,3.95,2.07,0.0
20201014:0410,0.0,0.0,0.0,3.59,2.0,0.0
20201014:0510,0.0,0.0,0.0,3.28,2.0,0.0
20201014:0610,0.0,0.0,0.0,3.34,2.0,0.0
20201014:0710,1429.8,97.97,10.38,4.59,1.86,0.0
20201014:0810,1251.6,87.81,18.31,6.11,3.03,0.0
20201014:0910,2443.4,155.43,24.79,6.98,3.79,0.0
20201014:1010,3290.8,203.28,29.24,7.8,3.79,0.0
20201014:1110,4435.8,267.61,31.13,8.69,4.14,0.0
20201014:1210,3709.0,227.45,30.19,9.22,4.76,0.0
20201014:1310,4737.8,284.08,26.55,9.08,4.41,0.0
20201014:1410,1914.8,126.77,20.69,8.98,4.21,0.0
20201014:1510,1073.8,78.34,13.19,8.73,3.93,0.0
20201014:1610,37.8,9.88,4.59,8.36,3.45,0.0
20201014:1710,0.0,0.0,0.0,7.84,3.45,0.0
20201014:1810,0.0,0.0,0.0,7.53,3.38,0.0
20201014:1910,0.0,0.0,0.0,7.0,3.38,0.0
20201014:2010,0.0,0.0,0.0,6.8,3.17,0.0
20201014:2110,0.0,0.0,0.0,6.68,3.03,0.0
20201014:2210,0.0,0.0,0.0,6.56,3.03,0.0
20201014:2310,0.0,0.0,0.0,6.4,3.1,0.0
20201015:0010,0.0,0.0,0.0,6.36,3.1,0.0
20201015:0110,0.0,0.0,0.0,6.16,3.1,0.0
20201015:0210,0.0,0.0,0.0,6.14,3.17,0.0
20201015:0310,0.0,0.0,0.0,6.01,3.24,0.0
20201015:0410,0.0,0.0,0.0,5.87,3.31,0.0
20201015:0510,0.0,0.0,0.0,5.56,3.24,0.0
20201015:0610,0.0,0.0,0.0,5.38,3.1,0.0
20201015:0710,48.0,10.78,10.1,5.77,2.9,0.0
20201015:0810,206.0,23.36,18.01,6.05,3.45,0.0
20201015:0910,404.4,36.84,24.46,6.32,3.59,0.0
20201015:1010,1068.2,77.27,28.89,6.43,3.79,0.0
20201015:1110,854.6,64.69,30.76,6.55,3.79,0.0
20201015:1210,719.6,56.61,29.81,6.67,3.79,0.0
20201015:1310,348.8,33.24,26.18,6.77,3.86,0.0
20201015:1410,763.4,59.3,20.33,6.94,4.28,0.0
20201015:1510,255.6,26.96,12.85,7.09,4.07,0.0
20201015:1610,67.2,12.58,4.26,7.11,3.38,0.0
20201015:1710,0.0,0.0,0.0,6.96,3.03,0.0
20201015:1810,0.0,0.0,0.0,6.94,2.9,0.0
20201015:1910,0.0,0.0,0.0,7.05,3.17,0.0
20201015:2010,0.0,0.0,0.0,7.12,3.24,0.0
20201015:2110,0.0,0.0,0.0,7.06,3.24,0.0
20201015:2210,0.0,0.0,0.0,6.94,3.03,0.0
20201015:2310,0.0,0.0,0.0,6.83,2.62,0.0
20201016:0010,0.0,0.0,0.0,6.5,2.28,0.0
20201016:0110,0.0,0.0,0.0,6.26,2.07,0.0
20201016:0210,0.0,0.0,0.0,5.92,1.93,0.0
20201016:0310,0.0,0.0,0.0,5.99,1.93,0.0
20201016:0410,0.0,0.0,0.0,5.65,1.93,0.0
20201016:0510,0.0,0.0,0.0,5.49,2.0,0.0
20201016:0610,0.0,0.0,0.0,5.52,2.14,0.0
20201016:0710,1580.2,107.07,9.83,5.68,2.21,0.0
20201016:0810,1221.4,86.09,17.71,5.99,2.21,0.0
20201016:0910,1052.0,76.37,24.14,6.34,2.41,0.0
20201016:1010,1673.0,112.31,28.54,6.71,2.69,0.0
20201016:1110,912.2,68.29,30.39,6.98,2.69,0.0
20201016:1210,760.6,59.3,29.44,7.46,2.76,0.0
20201016:1310,1430.8,98.84,25.82,7.67,2.62,0.0
20201016:1410,861.8,65.59,19.98,8.2,2.62,0.0
20201016:1510,753.2,59.11,12.51,8.52,2.69,0.0
20201016:1610,47.0,10.78,3.94,8.51,2.28,0.0
20201016:1710,0.0,0.0,0.0,8.18,1.86,0.0
20201016:1810,0.0,0.0,0.0,7.94,1.93,0.0
20201016:1910,0.0,0.0,0.0,7.59,1.79,0.0
20201016:2010,0.0,0.0,0.0,7.42,1.79,0.0
20201016:2110,0.0,0.0,0.0,7.22,1.66,0.0
20201016:2210,0.0,0.0,0.0,7.09,1.52,0.0
20201016:2310,0.0,0.0,0.0,6.66,1.24,0.0
20201017:0010,0.0,0.0,0.0,6.5,1.03,0.0
20201017:0110,0.0,0.0,0.0,6.15,1.03,0.0
20201017:0210,0.0,0.0,0.0,5.73,1.17,0.0
20201017:0310,0.0,0.0,0.0,5.34,1.1,0.0
20201017:0410,0.0,0.0,0.0,5.06,0.97,0.0
20201017:0510,0.0,0.0,0.0,4.95,0.9,0.0
20201017:0610,0.0,0.0,0.0,4.86,0.9,0.0
20201017:0710,763.6,59.24,9.55,5.64,1.03,0.0
20201017:0810,1096.8,79.07,17.41,6.27,1.31,0.0
20201017:0910,879.8,66.49,23.81,7.34,1.86,0.0
20201017:1010,1962.0,129.39,28.19,7.61,1.86,0.0
20201017:1110,1458.6,100.63,30.02,7.77,1.52,0.0
20201017:1210,4595.0,278.31,29.07,8.01,1.17,0.0
20201017:1310,2544.2,162.85,25.45,8.29,1.1,0.0
20201017:1410,2227.6,144.7,19.63,8.48,1.31,0.0
20201017:1510,1463.4,101.35,12.18,8.37,1.45,0.0
20201017:1610,194.2,24.09,3.62,8.21,1.24,0.0
20201017:1710,0.0,0.0,0.0,7.95,0.9,0.0
20201017:1810,0.0,0.0,0.0,7.64,0.69,0.0
20201017:1910,0.0,0.0,0.0,7.21,0.55,0.0
20201017:2010,0.0,0.0,0.0,7.04,0.62,0.0
20201017:2110,0.0,0.0,0.0,6.64,0.9,0.0
20201017:2210,0.0,0.0,0.0,6.3,1.03,0.0
20201017:2310,0.0,0.0,0.0,5.57,1.31,0.0
20201018:0010,0.0,0.0,0.0,5.07,1.45,0.0
20201018:0110,0.0,0.0,0.0,5.27,1.52,0.0
20201018:0210,0.0,0.0,0.0,5.27,1.79,0.0
20201018:0310,0.0,0.0,0.0,5.59,1.86,0.0
20201018:0410,0.0,0.0,0.0,5.69,2.07,0.0
20201018:0510,0.0,0.0,0.0,5.63,2.21,0.0
20201018:0610,0.0,0.0,0.0,5.85,2.21,0.0
20201018:0710,737.6,57.72,9.27,6.08,2.28,0.0
20201018:0810,1577.2,106.83,17.11,7.13,2.28,0.0
20201018:0910,1133.4,81.76,23.49,8.34,2.69,0.0
20201018:1010,2191.8,143.36,27.84,9.68,2.9,0.0
20201018:1110,4574.4,278.27,29.66,10.53,2.97,0.0
20201018:1210,2455.0,159.04,28.7,10.96,3.38,0.0
20201018:1310,1717.2,116.81,25.09,11.13,3.59,0.0
20201018:1410,1150.2,83.56,19.29,10.93,3.38,0.0
20201018:1510,1731.4,117.85,11.85,10.78,2.97,0.0
20201018:1610,187.2,23.86,3.3,10.11,2.07,0.0
20201018:1710,0.0,0.0,0.0,9.05,2.07,0.0
20201018:1810,0.0,0.0,0.0,8.36,2.07,0.0
20201018:1910,0.0,0.0,0.0,7.73,2.0,0.0
20201018:2010,0.0,0.0,0.0,7.54,1.93,0.0
20201018:2110,0.0,0.0,0.0,7.17,1.93,0.0
20201018:2210,0.0,0.0,0.0,7.05,1.93,0.0
20201018:2310,0.0,0.0,0.0,7.0,2.07,0.0
20201019:0010,0.0,0.0,0.0,6.88,2.21,0.0
20201019:0110,0.0,0.0,0.0,6.96,2.14,0.0
20201019:0210,0.0,0.0,0.0,7.04,2.21,0.0
20201019:0310,0.0,0.0,0.0,7.12,2.0,0.0
20201019:0410,0.0,0.0,0.0,6.81,1.79,0.0
20201019:0510,0.0,0.0,0.0,6.65,1.66,0.0
20201019:0610,0.0,0.0,0.0,6.27,1.79,0.0
20201019:0710,2883.0,181.73,9.0,6.08,2.0,0.0
20201019:0810,8082.4,476.03,16.82,7.53,1.93,0.0
20201019:0910,11318.4,676.35,23.17,9.16,2.07,0.0
20201019:1010,12238.4,737.48,27.49,10.52,2.48,0.0
20201019:1110,12499.8,754.48,29.3,11.46,2.97,0.0
20201019:1210,8306.2,495.42,28.33,12.0,3.31,0.0
20201019:1310,6610.4,396.36,24.74,12.23,3.03,0.0
20201019:1410,8417.2,504.33,18.95,12.23,2.76,0.0
20201019:1510,3928.2,246.89,11.52,12.13,2.48,0.0
20201019:1610,54.6,11.62,2.98,11.51,2.21,0.0
20201019:1710,0.0,0.0,0.0,10.26,2.55,0.0
20201019:1810,0.0,0.0,0.0,9.7,2.97,0.0
20201019:1910,0.0,0.0,0.0,8.24,3.1,0.0
20201019:2010,0.0,0.0,0.0,7.99,3.86,0.0
20201019:2110,0.0,0.0,0.0,8.01,4.69,0.0
20201019:2210,0.0,0.0,0.0,7.93,4.97,0.0
20201019:2310,0.0,0.0,0.0,7.89,5.1,0.0
20201020:0010,0.0,0.0,0.0,8.13,5.24,0.0
20201020:0110,0.0,0.0,0.0,8.83,5.38,0.0
20201020:0210,0.0,0.0,0.0,9.27,5.59,0.0
20201020:0310,0.0,0.0,0.0,9.07,5.66,0.0
20201020:0410,0.0,0.0,0.0,8.97,5.86,0.0
20201020:0510,0.0,0.0,0.0,9.11,5.93,0.0
20201020:0610,0.0,0.0,0.0,9.33,5.93,0.0
